strategy,run,variance,std_dev,return,sharpe,n_assets,is_feasible,time_sec,iterations,pct_feasible_iters,final_cost,tabu_min,tabu_max,K,H,step_size,use_idID,use_TID,data_type,market,n_assets_available
idID_TID,5,3.852739312175487e-05,0.006207043831144973,0.0006680263018768784,0.10762390600899815,10,True,5.0857367515563965,275,1.0,3.852739312175487e-05,10,25,20,1,0.3,True,True,real,sp500,30.0
idID_TID_aggressive_penalty,1,3.852834400942826e-05,0.006207120428139626,0.0006724059932222833,0.10832816939944795,10,True,7.081700086593628,355,1.0,3.852834400942826e-05,10,25,10,1,0.3,True,True,real,sp500,30.0
idID_TID_aggressive_penalty,2,3.8525454975012e-05,0.006206887704398397,0.0006711276860541373,0.10812628132108061,10,True,4.53187370300293,234,1.0,3.8525454975012e-05,10,25,10,1,0.3,True,True,real,sp500,30.0
idID_TID_aggressive_penalty,3,3.853161816494675e-05,0.006207384164440505,0.0006704168162172922,0.10800311346248365,10,True,4.095620155334473,205,1.0,3.853161816494675e-05,10,25,10,1,0.3,True,True,real,sp500,30.0
idID_TID_aggressive_penalty,4,3.852774718242085e-05,0.0062070723519563435,0.0006707496632762434,0.10806216284313758,10,True,4.450860023498535,230,1.0,3.852774718242085e-05,10,25,10,1,0.3,True,True,real,sp500,30.0
idID_TID_aggressive_penalty,5,3.852801361647342e-05,0.006207093814054482,0.0006702562838857181,0.10798230282392104,10,True,3.564578056335449,172,1.0,3.852801361647342e-05,10,25,10,1,0.3,True,True,real,sp500,30.0
idID_TID_large_step,1,3.855034850411135e-05,0.0062088926954901825,0.00066389304333806,0.10692615831809711,10,True,6.467552900314331,313,1.0,3.855034850411135e-05,10,25,20,1,0.5,True,True,real,sp500,30.0
idID_TID_large_step,2,3.854681573898574e-05,0.006208608196607814,0.0006770099994939353,0.10904376279756742,10,True,3.0561137199401855,152,1.0,3.854681573898574e-05,10,25,20,1,0.5,True,True,real,sp500,30.0
idID_TID_large_step,3,3.856630510136616e-05,0.006210177541855479,0.000667139947779856,0.10742687198287856,10,True,3.0909759998321533,149,1.0,3.856630510136616e-05,10,25,20,1,0.5,True,True,real,sp500,30.0
idID_TID_large_step,4,3.8540422230974326e-05,0.006208093284654663,0.0006728927818961003,0.10838960547828354,10,True,4.640169382095337,250,1.0,3.8540422230974326e-05,10,25,20,1,0.5,True,True,real,sp500,30.0
idID_TID_large_step,5,3.8538482805247546e-05,0.006207937081289367,0.0006591688440429782,0.10618162449321589,10,True,3.9357266426086426,197,1.0,3.8538482805247546e-05,10,25,20,1,0.5,True,True,real,sp500,30.0
idID_TID,1,5.381052289975904e-05,0.007335565615530887,0.0005912966295764728,0.08060682169137406,8,True,2.5284173488616943,221,1.0,5.381052289975904e-05,10,25,20,1,0.3,True,True,real,ibovespa,19.0
idID_TID,2,5.381091060776411e-05,0.007335592042075684,0.0005906113718023283,0.08051311583505243,8,True,2.518176555633545,224,1.0,5.381091060776411e-05,10,25,20,1,0.3,True,True,real,ibovespa,19.0
idID_TID,3,5.3812309301542026e-05,0.007335687377576966,0.0005899829435591704,0.08042640221590881,8,True,1.6213157176971436,144,1.0,5.3812309301542026e-05,10,25,20,1,0.3,True,True,real,ibovespa,19.0
idID_TID,4,5.381050874481627e-05,0.007335564650714781,0.0005935807425685088,0.0809182075044039,8,True,2.118129014968872,185,1.0,5.381050874481627e-05,10,25,20,1,0.3,True,True,real,ibovespa,19.0
idID_TID,5,5.9184819368650695e-05,0.00769316705711313,0.0005016203683701655,0.065203363536265,8,True,2.7577171325683594,217,1.0,5.9184819368650695e-05,10,25,20,1,0.3,True,True,real,ibovespa,19.0
idID_TID_aggressive_penalty,1,5.381257967127548e-05,0.007335705805938204,0.0005805461335537422,0.07913977862686288,8,True,1.8524842262268066,151,1.0,5.381257967127548e-05,10,25,10,1,0.3,True,True,real,ibovespa,19.0
idID_TID_aggressive_penalty,2,5.38129278641288e-05,0.0073357295386436375,0.0005855813929754891,0.07982592459151132,8,True,2.621319055557251,237,1.0,5.38129278641288e-05,10,25,10,1,0.3,True,True,real,ibovespa,19.0
idID_TID_aggressive_penalty,3,5.3808696686124275e-05,0.007335441137799708,0.0005892961136092839,0.08033547029266264,8,True,2.777458429336548,244,1.0,5.3808696686124275e-05,10,25,10,1,0.3,True,True,real,ibovespa,19.0
idID_TID_aggressive_penalty,4,5.3809199280626776e-05,0.007335475395680008,0.0005882505269406144,0.08019255674786199,8,True,2.399963617324829,246,1.0,5.3809199280626776e-05,10,25,10,1,0.3,True,True,real,ibovespa,19.0
idID_TID_aggressive_penalty,5,5.919609729543169e-05,0.0076939000055519105,0.0004996857074034051,0.0649456981560499,8,True,1.3113899230957031,169,1.0,5.919609729543169e-05,10,25,10,1,0.3,True,True,real,ibovespa,19.0
idID_TID_large_step,1,5.384467933333158e-05,0.007337893385252444,0.00057435012264648,0.078271799887526,8,True,1.1522727012634277,146,1.0,5.384467933333158e-05,10,25,20,1,0.5,True,True,real,ibovespa,19.0
idID_TID_large_step,2,5.382973655751492e-05,0.007336875122115336,0.0005928172354346593,0.08079968999986753,8,True,1.3431074619293213,166,1.0,5.382973655751492e-05,10,25,20,1,0.5,True,True,real,ibovespa,19.0
idID_TID_large_step,3,5.3835410944363494e-05,0.007337261815170799,0.0005780627779279129,0.07878453740504238,8,True,1.3604955673217773,143,1.0,5.3835410944363494e-05,10,25,20,1,0.5,True,True,real,ibovespa,19.0
idID_TID_large_step,4,5.3896752763487456e-05,0.007341440782536317,0.0005757828445486805,0.07842913422639627,8,True,1.5802547931671143,174,1.0,5.3896752763487456e-05,10,25,20,1,0.5,True,True,real,ibovespa,19.0
idID_TID_large_step,5,5.383277082270789e-05,0.007337081901049483,0.0005829192927086623,0.07944838296343436,8,True,1.5438206195831299,219,1.0,5.383277082270789e-05,10,25,20,1,0.5,True,True,real,ibovespa,19.0
